year,month,day,tempavg,DPavg,humidity avg,SLPavg,visibilityavg,windavg,Rainfall
2012,2,10,23,21,50,1013,3,6,0.03
2012,2,23,23,9,54,1014,3,3,0
2012,2,24,24,12,50,1011,5,2,0
2012,2,3,24,16,69,1014,4,5,0
2012,2,2,24,24,72,1010,5,8,5.46
2012,2,16,22,14,49,1011,2,6,0
2012,2,4,24,15,49,1012,4,6,0.1
2012,2,20,22,14,47,1013,4,3,0
2012,2,16,23,11,36,1009,4,8,0.15
2012,2,13,21,14,36,1014,3,3,0
2012,2,12,28,26,82,1012,6,10,0
2012,2,3,23,12,74,1013,3,3,0
2012,2,27,19,14,43,1013,4,6,0.18
2012,2,22,28,20,64,1012,3,6,0.25
2012,2,5,26,13,50,1013,4,8,0.24
2012,2,21,23,13,51,1009,4,11,0
2012,2,24,22,14,39,1014,3,8,0
2012,2,14,29,13,70,1014,4,6,0.31
2012,2,26,22,13,53,1015,3,6,0
2012,2,5,25,13,36,1012,3,3,0
2012,2,26,24,14,44,1012,3,11,0
2012,2,24,23,10,41,1015,3,8,0
2012,2,2,23,12,42,1014,3,1,0.02
2012,2,10,22,15,76,1013,3,10,0.12
2012,2,14,22,22,55,1010,3,6,0
2012,2,4,21,16,59,1014,4,3,0.05
2012,2,27,26,13,42,1014,3,3,0
2012,2,30,23,12,72,1013,4,8,0
2012,2,16,24,14,75,1010,2,5,0.02
2012,2,16,23,16,46,1015,4,1,0
2012,2,21,26,17,61,1011,2,2,0
2012,2,27,19,11,39,1015,3,3,0.18
2012,2,13,23,13,43,1015,3,2,0.31
2012,2,17,24,16,52,1015,2,8,0.1
2012,2,2,23,15,68,1013,4,6,0
2012,2,22,23,18,54,1008,3,3,0
2012,2,31,22,13,53,1015,3,3,0
2012,2,5,24,11,42,1015,3,3,0
2012,2,29,23,15,77,1012,5,6,0
2012,2,18,22,13,34,1012,3,6,0
2012,2,29,26,23,72,1013,5,3,0.1
2012,2,30,23,10,36,1016,3,6,0
2012,2,5,25,12,47,1013,3,3,0
2012,2,4,23,14,70,1012,3,8,0
2012,2,17,31,14,46,1008,3,11,0
2012,2,24,24,14,40,1013,4,6,0
2012,2,22,23,11,33,1016,3,2,0
2012,2,16,23,11,37,1012,3,3,0
2012,2,20,24,13,45,1012,3,6,0
2012,2,12,23,14,83,1010,5,6,0.07
2012,2,28,22,13,73,1014,3,6,0
2012,2,27,24,13,73,1013,3,8,0.22
2012,2,6,24,10,43,1014,3,3,0
2012,2,4,23,12,50,1015,3,3,0.08
2012,2,26,31,24,66,1011,3,6,0.01
2012,2,16,29,13,79,1013,4,6,0.03
2012,2,22,29,17,76,1012,4,14,0.07
2012,2,4,23,15,70,1012,4,5,0.09
2012,2,21,23,10,35,1015,2,6,0
2012,2,28,23,14,47,1014,3,3,0.06
2012,2,6,23,15,44,1015,3,3,0
2012,2,19,26,12,68,1012,4,6,0
2012,2,4,24,12,45,1012,3,3,0.02
2012,2,5,24,16,46,1014,4,0,0
2012,2,20,23,12,51,1013,4,5,0.03
2012,2,30,22,16,61,1015,4,3,0
2012,2,9,24,16,50,1013,3,6,0
2012,2,26,26,11,40,1012,3,3,0
2012,2,4,23,13,71,1015,2,3,0
2012,2,12,22,13,62,1013,4,1,0
2012,2,5,24,12,40,1013,4,3,0
2012,2,5,26,12,43,1013,3,3,0
2012,2,5,22,10,78,1013,5,8,0
2012,2,20,22,15,48,1013,4,5,0
2012,2,25,22,13,74,1014,3,3,0
2012,2,23,22,13,67,1015,4,2,0
2012,2,3,23,16,44,1013,4,3,0
2012,2,27,24,14,45,1014,3,3,0
2012,2,25,26,15,44,1012,3,5,0.13
2012,2,4,26,13,78,1014,4,6,0.2
2012,2,4,23,22,66,1012,3,3,0
2012,2,25,21,18,54,1013,4,5,0
2012,2,15,24,16,68,1002,6,6,0.02
2012,2,28,23,12,38,1014,4,6,0
2012,2,17,29,26,68,1009,4,10,0.88
2012,2,20,24,15,41,1015,3,3,0
2012,2,20,20,12,73,1013,4,11,0
2012,2,7,22,13,35,1013,4,2,0
2012,2,4,24,14,44,1013,3,6,0
2012,2,18,23,11,40,1013,3,3,0
2012,2,2,23,12,45,1013,3,2,0
2012,2,21,22,14,81,1015,3,8,0.1
2012,2,4,22,13,40,1015,3,3,0
2012,2,24,25,15,56,1013,3,6,0
2012,2,6,24,12,52,1014,4,5,0
2012,2,21,24,26,78,1008,6,17,0
2012,2,5,23,12,33,1012,4,4,0
2012,2,16,23,10,34,1014,3,2,0.18
2012,2,25,22,13,53,1016,3,2,0
2012,2,22,23,14,63,1015,4,6,0.01
2012,2,10,29,14,75,1011,5,8,0
2012,2,16,23,15,58,1016,3,5,0
2012,2,26,22,16,49,1014,3,6,0
2012,2,22,23,16,66,1010,3,8,0.14
2012,2,27,24,11,45,1012,4,8,0
2012,2,16,23,13,44,1013,4,3,0
2012,2,5,23,15,45,1014,3,6,0
2012,2,18,24,16,67,1013,3,11,0
2012,2,5,30,17,54,1014,3,8,0
2012,2,4,22,11,42,1014,4,3,0
2012,2,28,23,11,40,1009,3,6,0.13
2012,2,20,26,11,75,1014,6,3,0
2012,2,27,24,15,51,1014,3,3,0.06
2012,2,7,28,13,75,1003,4,2,0
2012,2,1,24,23,70,1011,6,18,0.06
2012,2,4,24,11,40,1016,3,3,0
2012,2,21,23,13,37,1016,3,3,0
2012,2,27,23,13,37,1016,3,3,0
2012,2,12,22,25,77,1009,5,5,0
2012,3,21,28,24,40,1010,6,17,0
2012,3,25,22,23,67,1010,4,10,0
2012,3,30,24,13,33,1015,4,3,0
2012,3,10,22,14,75,1012,3,11,0.06
2012,3,9,25,10,35,1013,3,3,0
2012,3,29,26,24,78,1008,5,13,0.09
2012,3,4,21,12,43,1014,4,6,0
2012,3,11,28,26,78,1004,6,8,37.63
2012,3,26,30,15,69,1011,4,11,0
2012,3,11,26,15,80,1013,5,11,0
2012,3,23,23,12,51,1015,3,3,0
2012,3,17,22,15,70,1012,3,17,0.18
2012,3,4,26,25,79,1011,5,2,0.05
2012,3,28,28,22,80,1010,5,6,1.95
2012,3,27,28,12,43,1006,5,2,0.02
2012,3,3,22,16,77,1009,4,8,0
2012,3,21,29,23,80,1007,6,27,0.19
2012,3,12,26,22,74,1002,5,8,0
2012,3,23,27,25,78,1008,6,6,0.06
2012,3,15,31,14,64,1007,4,19,0
2012,3,14,30,25,77,1005,4,10,0
2012,3,24,31,24,80,1001,6,10,0
2012,3,13,23,14,57,1008,3,6,0.02
2012,3,29,23,13,70,1014,4,3,0.06
2012,3,13,28,26,75,1009,4,13,0
2012,3,9,26,23,69,1006,4,3,0
2012,3,11,23,14,48,1006,4,8,0
2012,3,29,24,12,57,1015,4,1,0
2012,3,5,29,14,44,1012,4,6,0.15
2012,3,4,27,26,79,1004,4,5,0
2012,3,18,29,20,77,1006,4,10,0.04
2012,3,8,26,25,71,1010,3,8,0.16
2012,3,10,23,23,77,1012,6,18,0
2012,3,22,28,26,70,1007,5,11,0
2012,3,19,29,24,78,1005,5,10,0
2012,3,11,26,22,79,1001,4,8,0
2012,3,20,29,14,70,1010,4,5,0.16
2012,3,18,26,24,81,1003,5,13,0.02
2012,3,21,23,13,58,1012,3,3,0
2012,3,3,29,25,78,1012,4,2,0.01
2012,3,22,23,17,78,1010,6,18,0.05
2012,3,7,26,15,56,1010,4,17,0.05
2012,3,12,21,21,42,1004,5,11,0
2012,3,9,30,26,75,1005,6,11,13.87
2012,3,28,27,26,74,1012,4,4,0
2012,3,2,29,15,76,1006,5,11,0.2
2012,3,28,23,13,61,1014,3,3,0.04
2012,3,28,30,26,76,1010,6,13,0
2012,3,15,24,21,74,1008,3,3,0.05
2012,3,11,31,26,78,1011,6,10,26.44
2012,3,9,22,18,69,1011,6,6,0
2012,3,20,31,26,75,1007,6,5,0
2012,3,14,26,16,80,1003,4,11,0.18
2012,3,21,31,13,70,1012,3,4,0
2012,3,28,28,25,73,1001,5,10,0.05
2012,3,28,29,16,76,1013,4,22,0
2012,3,18,31,26,83,1012,5,13,1.79
2012,3,19,24,12,50,1014,3,2,0
2012,3,18,24,26,67,1007,4,6,0
2012,3,4,24,14,76,1014,4,11,0
2012,3,28,28,24,79,1005,5,8,0
2012,3,6,24,14,51,1011,3,8,0.07
2012,3,5,28,24,85,1008,4,11,0.13
2012,3,17,27,26,78,1002,6,8,0.01
2012,3,5,28,18,72,1013,5,10,0
2012,3,15,22,18,81,1011,3,3,0
2012,3,29,23,13,51,1014,3,3,0
2012,3,18,27,14,80,1012,6,6,0
2012,3,20,31,26,77,1011,5,8,0
2012,3,18,29,23,67,1010,5,5,0.05
2012,3,30,30,26,67,1006,5,11,0
2012,3,3,31,22,77,999,4,2,0.14
2012,3,23,29,26,80,1009,6,11,0
2012,3,14,31,25,68,1011,4,8,0.13
2012,3,14,23,21,66,1015,4,6,0.1
2012,3,19,30,17,90,1010,4,14,0.02
2012,3,18,23,26,77,1014,4,6,0
2012,3,24,27,26,78,1001,5,10,0.03
2012,3,29,23,23,78,1012,4,8,0.05
2012,3,17,29,26,80,1004,6,5,0.16
2012,3,26,22,14,62,1011,4,3,0
2012,3,18,24,26,79,1009,5,11,0
2012,3,25,23,13,82,1004,4,10,0.01
2012,3,28,28,26,81,1005,6,10,2.31
2012,3,2,31,26,75,1011,6,14,2.24
2012,3,14,29,22,80,1002,6,8,19.8
2012,3,26,24,13,71,1012,6,8,0.23
2012,3,5,27,24,80,1007,4,10,0
2012,3,21,20,13,61,1009,4,6,0
2012,3,25,29,26,80,1002,5,10,0
2012,3,13,29,26,76,1003,6,11,2.15
2012,3,5,28,26,87,1011,4,10,0.09
2012,3,27,22,23,72,1006,6,5,1.99
2012,3,3,27,23,77,1005,5,10,0.06
2012,3,20,24,16,59,1014,6,6,0.26
2012,3,23,25,25,76,1011,4,11,0
2012,3,23,23,12,82,1012,4,11,0
2012,3,28,29,26,75,1004,6,11,2.48
2012,3,19,31,22,56,1008,3,3,0
2012,3,29,26,24,70,1011,4,11,0
2012,3,25,22,12,54,1014,3,2,0
2012,3,27,26,15,51,1010,4,3,0.19
2012,3,6,21,14,48,1004,2,6,0.17
2012,3,5,24,7,37,1014,4,2,0
2012,3,28,29,23,73,1002,6,17,0
2012,3,27,26,24,70,1012,4,5,0
2012,3,2,30,26,80,1004,6,11,11.61
2012,3,23,28,26,78,1003,4,8,0.02
2012,3,15,24,14,75,1012,3,3,0
2012,3,5,29,24,76,1011,6,14,7.76
2012,3,16,28,26,80,1004,5,11,9.92
2012,3,5,23,16,71,1010,3,6,0
2012,3,3,29,25,80,1009,6,11,0
2012,3,20,24,13,76,1011,4,10,0.05
2012,3,13,24,16,55,1014,3,5,0.17
2012,3,1,28,26,76,1007,6,8,0.03
2012,3,20,26,12,72,1013,5,11,0
2012,3,4,30,26,78,1007,5,10,0
2012,3,29,27,24,69,1001,4,6,0.12
2012,3,6,29,23,71,1005,5,5,0.16
2012,3,4,26,23,75,1005,5,8,0
2012,3,13,28,26,77,999,6,11,1.15
2012,3,15,31,26,54,1010,5,10,0
2012,3,24,21,24,76,1002,4,16,0
2012,3,14,24,24,58,1012,4,6,0.06
2012,3,20,29,26,87,1006,6,14,0
2012,3,12,22,13,75,1014,3,14,0
2012,3,15,29,26,76,1001,4,8,1.42
2012,3,10,30,25,47,1012,4,16,0.1
2012,4,21,30,25,63,1012,4,11,0.09
2012,4,13,29,26,79,1005,6,8,0
2012,4,5,27,25,79,1007,5,8,0
2012,4,4,27,26,71,1007,5,0,0
2012,4,7,23,14,52,1015,3,6,0
2012,4,9,29,13,46,1012,4,3,0.04
2012,4,4,22,16,50,1006,4,3,0
2012,4,16,24,20,36,1011,4,1,0
2012,4,26,25,21,70,1012,3,3,0
2012,4,14,23,24,67,1012,4,8,0
2012,4,15,31,24,76,1005,6,8,0
2012,4,20,29,22,75,1009,4,10,0
2012,4,20,22,14,45,1012,4,6,0.09
2012,4,23,28,26,77,1007,6,11,0
2012,4,28,23,26,83,1012,4,2,0.2
2012,4,18,31,25,74,1014,6,11,0.04
2012,4,4,28,26,81,1005,4,10,0.1
2012,4,16,29,25,77,1008,6,8,1.44
2012,4,25,27,20,80,1007,4,8,0.13
2012,4,20,28,26,55,1005,4,17,0.95
2012,4,15,25,10,58,1016,3,8,0
2012,4,20,28,24,83,1005,5,11,2.83
2012,4,20,23,25,73,1011,3,6,0.06
2012,4,13,28,26,72,1005,6,18,1.97
